INFO 2026-03-06 00:21:46,182 middleware Anonymous | 10.89.3.4 | GET | /api/tasks/ | 401 | 0.066s
INFO 2026-04-04 21:04:19,666 middleware Anonymous | 10.89.2.21 | POST | /api/token/ | 401 | 0.097s
INFO 2026-04-04 21:04:23,775 middleware Anonymous | 10.89.2.21 | POST | /api/token/ | 200 | 0.099s
INFO 2026-04-04 21:04:23,813 middleware hatchi | 10.89.2.21 | GET | /api/tasks/ | 200 | 0.015s
INFO 2026-04-04 21:04:23,834 middleware hatchi | 10.89.2.21 | GET | /api/tasks/ | 200 | 0.016s
INFO 2026-04-04 21:05:21,831 middleware hatchi | 10.89.2.21 | POST | /api/tasks/ | 201 | 0.018s
INFO 2026-04-04 21:05:21,857 middleware hatchi | 10.89.2.21 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-04 21:05:51,902 middleware hatchi | 10.89.2.21 | POST | /api/tasks/ | 201 | 0.035s
INFO 2026-04-04 21:05:51,923 middleware hatchi | 10.89.2.21 | GET | /api/tasks/ | 200 | 0.016s
INFO 2026-04-04 21:06:06,709 middleware hatchi | 10.89.2.21 | POST | /api/tasks/ | 201 | 0.022s
INFO 2026-04-04 21:06:06,734 middleware hatchi | 10.89.2.21 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-04 21:08:33,655 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-04 21:12:27,925 middleware hatchi | 10.89.2.22 | POST | /api/tasks/ | 201 | 0.014s
INFO 2026-04-04 21:12:27,954 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-04 21:12:40,212 middleware hatchi | 10.89.2.22 | PATCH | /api/tasks/134/ | 200 | 0.017s
INFO 2026-04-04 21:12:40,242 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-04 21:12:43,788 middleware hatchi | 10.89.2.22 | PATCH | /api/tasks/133/ | 200 | 0.023s
INFO 2026-04-04 21:12:43,812 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-04 21:13:22,814 middleware hatchi | 10.89.2.22 | POST | /api/tasks/132/reorder/ | 200 | 0.030s
INFO 2026-04-04 21:13:22,836 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-04 21:13:28,327 middleware hatchi | 10.89.2.22 | POST | /api/tasks/132/reorder/ | 200 | 0.041s
INFO 2026-04-04 21:13:28,352 middleware hatchi | 10.89.2.22 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-04 21:29:31,057 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.032s
INFO 2026-04-04 21:29:38,151 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.028s
INFO 2026-04-04 21:29:38,176 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.021s
INFO 2026-04-04 21:29:44,723 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.014s
INFO 2026-04-04 21:47:45,485 middleware hatchi | 10.89.2.23 | POST | /api/tasks/134/toggle/ | 200 | 0.049s
INFO 2026-04-04 21:47:45,507 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.016s
INFO 2026-04-05 00:45:34,449 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.061s
INFO 2026-04-05 00:45:34,452 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.061s
INFO 2026-04-05 00:45:34,471 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.017s
INFO 2026-04-05 02:41:07,570 middleware hatchi | 10.89.2.23 | POST | /api/tasks/133/toggle/ | 200 | 0.063s
INFO 2026-04-05 02:41:07,598 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 02:41:11,430 middleware hatchi | 10.89.2.23 | POST | /api/tasks/133/toggle/ | 200 | 0.016s
INFO 2026-04-05 02:41:11,452 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.016s
INFO 2026-04-05 02:41:27,528 middleware hatchi | 10.89.2.23 | POST | /api/tasks/ | 201 | 0.030s
INFO 2026-04-05 02:41:27,554 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:33:46,405 middleware hatchi | 10.89.2.23 | POST | /api/tasks/136/toggle/ | 200 | 0.143s
INFO 2026-04-05 15:33:46,448 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.028s
INFO 2026-04-05 15:33:53,393 middleware hatchi | 10.89.2.23 | POST | /api/tasks/136/toggle/ | 200 | 0.016s
INFO 2026-04-05 15:33:53,418 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:39:44,917 middleware Anonymous | 10.89.2.23 | POST | /api/token/ | 200 | 0.136s
INFO 2026-04-05 15:39:44,976 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:39:45,010 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:40:20,890 middleware hatchi | 10.89.2.23 | POST | /api/tasks/ | 201 | 0.026s
INFO 2026-04-05 15:40:20,941 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 15:40:28,146 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 15:40:44,816 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 15:40:47,607 middleware hatchi | 10.89.2.23 | POST | /api/tasks/reorder_top_level/ | 200 | 0.032s
INFO 2026-04-05 15:40:47,634 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:40:50,972 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 15:42:06,509 middleware hatchi | 10.89.2.23 | GET | /api/tasks/daily_summary/ | 200 | 0.013s
INFO 2026-04-05 15:42:06,537 middleware hatchi | 10.89.2.23 | GET | /api/tasks/daily_summary/ | 200 | 0.015s
INFO 2026-04-05 15:42:13,115 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.014s
INFO 2026-04-05 15:42:13,144 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.017s
INFO 2026-04-05 15:42:17,226 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.014s
INFO 2026-04-05 15:42:17,255 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.013s
INFO 2026-04-05 15:42:22,497 middleware hatchi | 10.89.2.23 | POST | /api/tasks/137/toggle/ | 200 | 0.017s
INFO 2026-04-05 15:42:22,528 middleware hatchi | 10.89.2.23 | GET | /api/tasks/flat_sorted/ | 200 | 0.014s
INFO 2026-04-05 15:42:44,006 middleware hatchi | 10.89.2.23 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 15:43:44,790 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:43:47,556 middleware hatchi | 10.89.2.24 | POST | /api/tasks/132/reorder/ | 200 | 0.031s
INFO 2026-04-05 15:43:47,581 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:43:49,256 middleware hatchi | 10.89.2.24 | POST | /api/tasks/132/reorder/ | 200 | 0.029s
INFO 2026-04-05 15:43:49,282 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:43:54,406 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:44:06,788 middleware Anonymous | 10.89.2.24 | POST | /api/token/ | 401 | 0.101s
INFO 2026-04-05 15:44:15,816 middleware Anonymous | 10.89.2.24 | POST | /api/token/ | 200 | 0.114s
INFO 2026-04-05 15:44:15,872 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 15:44:15,906 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:45:05,966 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:45:18,396 middleware Anonymous | 10.89.2.24 | POST | /api/token/ | 200 | 0.102s
INFO 2026-04-05 15:45:18,502 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 15:45:18,611 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 15:47:23,818 middleware hatchi | 10.89.2.24 | POST | /api/tasks/reorder_top_level/ | 200 | 0.028s
INFO 2026-04-05 15:47:23,842 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 15:47:25,387 middleware hatchi | 10.89.2.24 | POST | /api/tasks/reorder_top_level/ | 200 | 0.023s
INFO 2026-04-05 15:47:25,412 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 15:47:38,655 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:48:17,887 middleware Anonymous | 10.89.2.24 | POST | /api/token/ | 200 | 0.107s
INFO 2026-04-05 15:48:17,963 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.022s
INFO 2026-04-05 15:48:17,991 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.022s
INFO 2026-04-05 15:48:24,546 middleware hatchi | 10.89.2.24 | GET | /api/me/ | 200 | 0.013s
INFO 2026-04-05 15:48:24,561 middleware hatchi | 10.89.2.24 | GET | /api/me/ | 200 | 0.011s
INFO 2026-04-05 15:49:16,747 middleware Anonymous | 10.89.2.24 | POST | /api/token/ | 200 | 0.117s
